# timestamp latitude longitude height roll pitch azimuth north_vel east_vel up_vel obs_timestamp
1785986627547999 44.820513380 89.008656114 495.1030 -0.002835 0.007361 321.871140 1.2254 -1.0959 -0.0056 1785986627547999
1785986627557999 44.820513491 89.008655976 495.1030 -0.003664 0.014051 321.853984 1.2242 -1.0927 -0.0025 1785986627557999
1785986627567999 44.820513601 89.008655838 495.1030 -0.003797 0.020391 321.835078 1.2221 -1.0896 -0.0011 1785986627567999
1785986627573998 44.820513667 89.008655756 495.1030 -0.003877 0.024614 321.823106 1.2201 -1.0877 -0.0009 1785986627573998
1785986627583999 44.820513776 89.008655618 495.1029 -0.004014 0.032704 321.803499 1.2156 -1.0842 -0.0011 1785986627583999
1785986627593999 44.820513885 89.008655481 495.1029 -0.004852 0.041844 321.785642 1.2105 -1.0809 -0.0014 1785986627593999
1785986627605000 44.820514005 89.008655331 495.1029 -0.006929 0.053629 321.769079 1.2055 -1.0774 -0.0004 1785986627605000
1785986627615000 44.820514113 89.008655195 495.1029 -0.009869 0.066093 321.756820 1.2024 -1.0743 0.0012 1785986627615000
1785986627625998 44.820514232 89.008655046 495.1029 -0.014642 0.079993 321.744491 1.2003 -1.0710 0.0013 1785986627625998
1785986627635998 44.820514340 89.008654911 495.1029 -0.020735 0.092279 321.732580 1.1989 -1.0682 -0.0007 1785986627635998
1785986627645998 44.820514397 89.008654792 495.1150 0.026757 -0.032240 321.721517 1.2153 -1.0717 0.0469 1785986627645998
1785986627651998 44.820514463 89.008654711 495.1152 0.021883 -0.025954 321.712070 1.2150 -1.0705 0.0436 1785986627651998
1785986627661998 44.820514572 89.008654575 495.1156 0.013407 -0.016178 321.693874 1.2153 -1.0690 0.0370 1785986627661998
1785986627672999 44.820514692 89.008654427 495.1160 0.004465 -0.005428 321.671930 1.2163 -1.0675 0.0288 1785986627672999
1785986627682999 44.820514802 89.008654292 495.1162 -0.003317 0.003642 321.650582 1.2173 -1.0658 0.0202 1785986627682999
1785986627694000 44.820514922 89.008654144 495.1164 -0.011496 0.012461 321.627097 1.2178 -1.0629 0.0094 1785986627694000
1785986627707998 44.820515076 89.008653956 495.1164 -0.020930 0.023190 321.598677 1.2170 -1.0575 -0.0052 1785986627707998
1785986627718999 44.820515196 89.008653810 495.1163 -0.027769 0.030464 321.578269 1.2152 -1.0522 -0.0163 1785986627718999
1785986627723999 44.820515251 89.008653743 495.1162 -0.031052 0.032545 321.570219 1.2146 -1.0497 -0.0206 1785986627723999
1785986627733999 44.820515360 89.008653611 495.1160 -0.038843 0.034257 321.555519 1.2151 -1.0456 -0.0269 1785986627733999
1785986627743999 44.820515595 89.008653342 495.1149 -0.038826 0.475831 321.532898 1.1887 -1.0192 0.0234 1785986627743999
1785986627754999 44.820515713 89.008653200 495.1151 -0.050212 0.476036 321.516300 1.1915 -1.0158 0.0203 1785986627754999
1785986627764999 44.820515820 89.008653072 495.1153 -0.061620 0.475169 321.500164 1.1931 -1.0134 0.0168 1785986627764999
1785986627774999 44.820515927 89.008652944 495.1155 -0.073734 0.473247 321.483329 1.1927 -1.0114 0.0116 1785986627774999
1785986627786000 44.820516045 89.008652804 495.1155 -0.087061 0.469590 321.464428 1.1898 -1.0093 0.0036 1785986627786000
1785986627790998 44.820516099 89.008652740 495.1156 -0.092593 0.466701 321.455666 1.1879 -1.0081 -0.0007 1785986627790998
1785986627800999 44.820516205 89.008652613 495.1155 -0.102957 0.459171 321.438490 1.1849 -1.0053 -0.0084 1785986627800999
1785986627816998 44.820516376 89.008652410 495.1153 -0.118977 0.445437 321.410459 1.1842 -0.9997 -0.0158 1785986627816998
1785986627826998 44.820516483 89.008652284 495.1151 -0.129167 0.435448 321.392244 1.1861 -0.9951 -0.0181 1785986627826998
1785986627837999 44.820516600 89.008652146 495.1149 -0.141142 0.424839 321.372207 1.1884 -0.9890 -0.0203 1785986627837999
1785986627842998 44.820516858 89.008652058 495.1062 -0.443376 0.932163 321.347252 1.1497 -0.9806 0.0058 1785986627842998
1785986627857999 44.820517013 89.008651873 495.1062 -0.458376 0.921617 321.321930 1.1433 -0.9735 -0.0026 1785986627857999
1785986627868999 44.820517126 89.008651738 495.1062 -0.467807 0.913509 321.304907 1.1371 -0.9690 -0.0092 1785986627868999
1785986627875000 44.820517187 89.008651664 495.1061 -0.471891 0.909089 321.296250 1.1343 -0.9667 -0.0115 1785986627875000
1785986627884999 44.820517289 89.008651543 495.1060 -0.477634 0.902078 321.282523 1.1320 -0.9622 -0.0127 1785986627884999
1785986627894999 44.820517391 89.008651421 495.1059 -0.483026 0.895066 321.268795 1.1319 -0.9571 -0.0112 1785986627894999
1785986627904999 44.820517493 89.008651301 495.1058 -0.489122 0.888749 321.254713 1.1327 -0.9518 -0.0075 1785986627904999
1785986627915998 44.820517605 89.008651169 495.1057 -0.496608 0.883331 321.238439 1.1331 -0.9462 -0.0018 1785986627915998
1785986627925999 44.820517707 89.008651049 495.1057 -0.503779 0.879095 321.222589 1.1314 -0.9419 0.0033 1785986627925999
1785986627937000 44.820517718 89.008651334 495.1149 -0.973415 0.149567 321.198703 1.1448 -0.9889 -0.0110 1785986627937000
1785986627947999 44.820517824 89.008651200 495.1147 -0.981568 0.142935 321.179316 1.1409 -0.9878 -0.0063 1785986627947999
1785986627952999 44.820517876 89.008651137 495.1147 -0.984525 0.139555 321.171095 1.1397 -0.9871 -0.0035 1785986627952999
1785986627962999 44.820517978 89.008651013 495.1147 -0.990087 0.134199 321.154984 1.1380 -0.9842 0.0031 1785986627962999
1785986627973999 44.820518091 89.008650876 495.1148 -0.995817 0.129852 321.137621 1.1365 -0.9796 0.0110 1785986627973999
1785986627983999 44.820518193 89.008650753 495.1149 -1.000675 0.126255 321.122179 1.1347 -0.9747 0.0171 1785986627983999
1785986628000000 44.820518356 89.008650556 495.1152 -1.007327 0.121606 321.096893 1.1311 -0.9676 0.0244 1785986628000000
1785986628004999 44.820518407 89.008650495 495.1154 -1.008881 0.120153 321.088991 1.1300 -0.9660 0.0264 1785986628004999
1785986628016000 44.820518519 89.008650361 495.1157 -1.011527 0.116962 321.071992 1.1279 -0.9641 0.0309 1785986628016000
1785986628026000 44.820518620 89.008650239 495.1160 -1.012882 0.115111 321.056521 1.1264 -0.9632 0.0357 1785986628026000
1785986628036998 44.820518731 89.008650105 495.1164 -1.012450 0.114400 321.038326 1.1254 -0.9616 0.0433 1785986628036998
1785986628041999 44.820518782 89.008650044 495.1167 -1.011904 0.114243 321.029525 1.1252 -0.9600 0.0484 1785986628041999
1785986628052999 44.820518889 89.008649904 495.1139 -1.018285 0.113225 321.009449 1.1247 -0.9558 0.0607 1785986628052999
1785986628062999 44.820518990 89.008649784 495.1145 -1.018271 0.112026 320.991512 1.1246 -0.9513 0.0746 1785986628062999
1785986628078998 44.820519152 89.008649592 495.1159 -1.019924 0.109576 320.964504 1.1240 -0.9453 0.0976 1785986628078998
1785986628088999 44.820519253 89.008649473 495.1170 -1.021656 0.107695 320.947629 1.1229 -0.9432 0.1104 1785986628088999
1785986628095000 44.820519314 89.008649401 495.1176 -1.022695 0.106772 320.937289 1.1218 -0.9428 0.1163 1785986628095000
1785986628105000 44.820519415 89.008649282 495.1188 -1.023728 0.105583 320.920052 1.1198 -0.9424 0.1234 1785986628105000
1785986628115998 44.820519525 89.008649151 495.1202 -1.024863 0.105430 320.901073 1.1177 -0.9409 0.1290 1785986628115998
1785986628125998 44.820519626 89.008649032 495.1215 -1.025895 0.106696 320.884142 1.1161 -0.9374 0.1339 1785986628125998
1785986628130999 44.820519676 89.008648973 495.1222 -1.026411 0.107851 320.875491 1.1156 -0.9345 0.1368 1785986628130999
1785986628146999 44.820519838 89.008648773 495.1188 -1.047044 0.098655 320.846630 1.1160 -0.9255 0.1450 1785986628146999
1785986628157998 44.820519949 89.008648645 495.1205 -1.050962 0.102240 320.825268 1.1171 -0.9193 0.1545 1785986628157998
1785986628162999 44.820519999 89.008648587 495.1213 -1.053269 0.104566 320.815366 1.1175 -0.9175 0.1586 1785986628162999
1785986628172999 44.820520100 89.008648471 495.1229 -1.058233 0.109579 320.796261 1.1172 -0.9154 0.1651 1785986628172999
1785986628184000 44.820520210 89.008648344 495.1247 -1.063307 0.115505 320.776777 1.1159 -0.9138 0.1705 1785986628184000
1785986628194000 44.820520311 89.008648229 495.1264 -1.067570 0.121960 320.760094 1.1147 -0.9116 0.1751 1785986628194000
1785986628210000 44.820520471 89.008648045 495.1293 -1.074949 0.132327 320.735639 1.1141 -0.9055 0.1842 1785986628210000
1785986628214998 44.820520521 89.008647988 495.1303 -1.077254 0.135054 320.728708 1.1143 -0.9027 0.1880 1785986628214998
1785986628224998 44.820520621 89.008647874 495.1322 -1.082215 0.140515 320.715192 1.1151 -0.8958 0.1969 1785986628224998
1785986628235999 44.820520732 89.008647750 495.1344 -1.088828 0.147290 320.700308 1.1149 -0.8879 0.2052 1785986628235999
1785986628245999 44.820520840 89.008647625 495.1298 -1.118334 0.081264 320.687907 1.1168 -0.8874 0.2008 1785986628245999
1785986628256999 44.820520950 89.008647502 495.1320 -1.123722 0.086357 320.673047 1.1123 -0.8823 0.1987 1785986628256999
1785986628266999 44.820521050 89.008647391 495.1340 -1.125474 0.092021 320.658816 1.1077 -0.8792 0.1950 1785986628266999
1785986628277999 44.820521160 89.008647269 495.1361 -1.124515 0.100754 320.643111 1.1034 -0.8754 0.1931 1785986628277999
1785986628287999 44.820521259 89.008647158 495.1380 -1.121898 0.109729 320.628115 1.1001 -0.8706 0.1933 1785986628287999
1785986628293998 44.820521318 89.008647092 495.1392 -1.119910 0.115319 320.618905 1.0985 -0.8668 0.1942 1785986628293998
1785986628303998 44.820521417 89.008646983 495.1411 -1.117296 0.125001 320.604246 1.0953 -0.8605 0.1964 1785986628303998
1785986628314999 44.820521525 89.008646864 495.1433 -1.114036 0.134899 320.588905 1.0907 -0.8557 0.1981 1785986628314999
1785986628324999 44.820521623 89.008646756 495.1453 -1.110024 0.143911 320.575660 1.0854 -0.8539 0.1964 1785986628324999
1785986628336998 44.820521740 89.008646626 495.1476 -1.104791 0.153902 320.560624 1.0787 -0.8537 0.1907 1785986628336998
1785986628345999 44.820521759 89.008646815 495.1458 -1.591758 -0.696520 320.547186 1.1066 -0.9313 0.1380 1785986628345999
1785986628355998 44.820521858 89.008646697 495.1472 -1.590854 -0.696092 320.535781 1.1060 -0.9334 0.1357 1785986628355998
1785986628366999 44.820521968 89.008646567 495.1487 -1.592162 -0.696984 320.522694 1.1064 -0.9355 0.1354 1785986628366999
1785986628376999 44.820522067 89.008646448 495.1500 -1.596484 -0.698884 320.509428 1.1057 -0.9375 0.1359 1785986628376999
1785986628382998 44.820522127 89.008646377 495.1509 -1.600750 -0.700983 320.500972 1.1042 -0.9384 0.1362 1785986628382998
1785986628392998 44.820522226 89.008646258 495.1522 -1.609609 -0.706234 320.486925 1.1004 -0.9396 0.1352 1785986628392998
1785986628403999 44.820522335 89.008646128 495.1537 -1.620894 -0.713166 320.471506 1.0954 -0.9407 0.1324 1785986628403999
1785986628418998 44.820522482 89.008645949 495.1556 -1.637853 -0.722624 320.450484 1.0888 -0.9421 0.1266 1785986628418998
1785986628424000 44.820522531 89.008645890 495.1563 -1.643861 -0.725769 320.443826 1.0867 -0.9425 0.1241 1785986628424000
1785986628434998 44.820522638 89.008645759 495.1576 -1.657468 -0.732665 320.429952 1.0824 -0.9431 0.1180 1785986628434998
1785986628445999 44.820522696 89.008645431 495.1526 -1.046697 -0.509532 320.396537 1.0943 -0.8973 0.1044 1785986628445999
1785986628455999 44.820522794 89.008645318 495.1536 -1.055920 -0.512092 320.385129 1.0925 -0.8967 0.0983 1785986628455999
1785986628467000 44.820522902 89.008645193 495.1546 -1.065292 -0.514531 320.372188 1.0913 -0.8960 0.0906 1785986628467000
1785986628476998 44.820523000 89.008645080 495.1555 -1.073275 -0.516424 320.359195 1.0904 -0.8956 0.0843 1785986628476998
1785986628486999 44.820523098 89.008644966 495.1563 -1.080899 -0.518688 320.345156 1.0886 -0.8962 0.0796 1785986628486999
1785986628493000 44.820523157 89.008644898 495.1568 -1.084951 -0.520461 320.337055 1.0870 -0.8973 0.0769 1785986628493000
1785986628503000 44.820523255 89.008644785 495.1575 -1.091011 -0.523755 320.324262 1.0844 -0.8998 0.0716 1785986628503000
1785986628513998 44.820523362 89.008644659 495.1583 -1.097681 -0.527749 320.310969 1.0822 -0.9030 0.0659 1785986628513998
1785986628528999 44.820523508 89.008644488 495.1592 -1.107837 -0.534753 320.293919 1.0803 -0.9082 0.0607 1785986628528999
1785986628533998 44.820523557 89.008644430 495.1595 -1.111919 -0.537441 320.288070 1.0798 -0.9102 0.0602 1785986628533998
1785986628544999 44.820523658 89.008644241 495.1556 -0.994546 -0.469681 320.268740 1.0799 -0.9075 0.0597 1785986628544999
1785986628554999 44.820523755 89.008644126 495.1562 -1.004096 -0.474422 320.256291 1.0782 -0.9114 0.0634 1785986628554999
1785986628565999 44.820523862 89.008643999 495.1569 -1.016905 -0.478877 320.242201 1.0753 -0.9157 0.0659 1785986628565999
1785986628570999 44.820523910 89.008643941 495.1573 -1.023251 -0.481085 320.235449 1.0734 -0.9176 0.0653 1785986628570999
1785986628586998 44.820524064 89.008643755 495.1582 -1.045222 -0.488168 320.213007 1.0663 -0.9230 0.0574 1785986628586998
1785986628596998 44.820524160 89.008643638 495.1588 -1.059653 -0.492600 320.198982 1.0622 -0.9264 0.0516 1785986628596998
1785986628606999 44.820524248 89.008643558 495.1602 -1.125246 -0.552733 320.220036 1.0590 -0.9285 0.0482 1785986628606999
1785986628612998 44.820524305 89.008643487 495.1605 -1.133720 -0.555883 320.211003 1.0579 -0.9300 0.0472 1785986628612998
1785986628622998 44.820524400 89.008643369 495.1610 -1.148540 -0.560792 320.195589 1.0569 -0.9315 0.0467 1785986628622998
1785986628632998 44.820524495 89.008643252 495.1614 -1.163344 -0.566434 320.178792 1.0551 -0.9325 0.0452 1785986628632998
1785986628648998 44.820524663 89.008643070 495.1516 -1.162862 -0.580161 320.152751 1.0575 -0.9279 0.0164 1785986628648998
1785986628659999 44.820524767 89.008642941 495.1517 -1.176713 -0.589100 320.134339 1.0532 -0.9293 0.0118 1785986628659999
1785986628664999 44.820524814 89.008642883 495.1518 -1.182483 -0.593859 320.126162 1.0512 -0.9301 0.0097 1785986628664999
1785986628674998 44.820524909 89.008642765 495.1518 -1.192974 -0.604431 320.109829 1.0482 -0.9316 0.0059 1785986628674998
1785986628685999 44.820525012 89.008642635 495.1519 -1.203356 -0.615680 320.091855 1.0464 -0.9329 0.0031 1785986628685999
1785986628695999 44.820525107 89.008642517 495.1519 -1.212962 -0.625916 320.075168 1.0461 -0.9332 0.0035 1785986628695999
1785986628700999 44.820525154 89.008642424 495.1514 -1.198942 -0.602663 320.108985 1.0458 -0.9344 0.0042 1785986628700999
1785986628711998 44.820525258 89.008642295 495.1515 -1.209857 -0.613630 320.089393 1.0436 -0.9325 0.0071 1785986628711998
1785986628727998 44.820525407 89.008642106 495.1516 -1.226288 -0.630708 320.060924 1.0378 -0.9296 0.0121 1785986628727998
1785986628737998 44.820525501 89.008641989 495.1517 -1.236903 -0.641735 320.043141 1.0331 -0.9286 0.0155 1785986628737998
1785986628748999 44.820525581 89.008641799 495.1432 -1.276030 -0.658058 320.023767 1.0203 -0.9413 -0.0002 1785986628748999
1785986628753998 44.820525627 89.008641740 495.1432 -1.280687 -0.663793 320.015593 1.0184 -0.9420 0.0001 1785986628753998
1785986628763998 44.820525718 89.008641621 495.1432 -1.288945 -0.674927 319.998886 1.0160 -0.9433 0.0004 1785986628763998
1785986628774999 44.820525819 89.008641489 495.1432 -1.297247 -0.686425 319.979722 1.0148 -0.9434 0.0020 1785986628774999
1785986628784999 44.820525910 89.008641370 495.1432 -1.303728 -0.696553 319.961244 1.0138 -0.9421 0.0040 1785986628784999
1785986628794999 44.820526001 89.008641251 495.1433 -1.309137 -0.706719 319.941193 1.0121 -0.9401 0.0040 1785986628794999
1785986628805998 44.820526093 89.008641085 495.1432 -1.277157 -0.700443 319.948839 1.0093 -0.9399 0.0016 1785986628805998
1785986628815999 44.820526184 89.008640966 495.1432 -1.280646 -0.709374 319.926757 1.0080 -0.9383 0.0004 1785986628815999
1785986628826998 44.820526284 89.008640836 495.1432 -1.284101 -0.718038 319.902826 1.0065 -0.9379 0.0011 1785986628826998
1785986628832000 44.820526329 89.008640776 495.1432 -1.285672 -0.721623 319.892114 1.0055 -0.9383 0.0023 1785986628832000
1785986628842000 44.820526419 89.008640560 495.1329 -1.326107 -0.761091 319.873840 1.0033 -0.9601 -0.0143 1785986628842000
1785986628852998 44.820526518 89.008640426 495.1328 -1.332862 -0.768317 319.852230 1.0005 -0.9601 -0.0046 1785986628852998
1785986628868000 44.820526653 89.008640244 495.1328 -1.342609 -0.779202 319.823832 0.9972 -0.9584 0.0098 1785986628868000
1785986628878998 44.820526751 89.008640111 495.1330 -1.350901 -0.788349 319.802654 0.9954 -0.9571 0.0184 1785986628878998
1785986628888998 44.820526841 89.008639990 495.1332 -1.359832 -0.796677 319.783051 0.9951 -0.9566 0.0244 1785986628888998
1785986628893999 44.820526886 89.008639930 495.1333 -1.364465 -0.800506 319.772715 0.9954 -0.9565 0.0271 1785986628893999
1785986628904999 44.820526975 89.008639754 495.1334 -1.317642 -0.783300 319.758408 0.9967 -0.9573 0.0318 1785986628904999
1785986628914999 44.820527065 89.008639633 495.1338 -1.326871 -0.789068 319.734655 0.9996 -0.9531 0.0360 1785986628914999
1785986628924998 44.820527155 89.008639513 495.1342 -1.335568 -0.793624 319.710526 1.0018 -0.9478 0.0424 1785986628924998
1785986628934998 44.820527245 89.008639393 495.1346 -1.341832 -0.797451 319.687780 1.0012 -0.9438 0.0490 1785986628934998
1785986628945999 44.820527358 89.008639205 495.1200 -1.359533 -0.835063 319.666678 1.0038 -0.9536 0.0181 1785986628945999
1785986628955999 44.820527448 89.008639085 495.1202 -1.359625 -0.838891 319.647799 1.0024 -0.9523 0.0186 1785986628955999
1785986628961998 44.820527502 89.008639013 495.1203 -1.357798 -0.840543 319.637087 1.0039 -0.9505 0.0187 1785986628961998
1785986628976998 44.820527638 89.008638833 495.1206 -1.351147 -0.843073 319.611316 1.0138 -0.9425 0.0194 1785986628976998
1785986628986999 44.820527730 89.008638715 495.1208 -1.346377 -0.843683 319.595160 1.0219 -0.9355 0.0204 1785986628986999
1785986628997998 44.820527831 89.008638585 495.1211 -1.341527 -0.843951 319.578149 1.0291 -0.9280 0.0232 1785986628997998
1785986629007998 44.820527919 89.008638428 495.1209 -1.291972 -0.816471 319.580695 1.0318 -0.9253 0.0258 1785986629007998
1785986629013000 44.820527965 89.008638369 495.1211 -1.288540 -0.817069 319.573001 1.0318 -0.9246 0.0269 1785986629013000
1785986629023998 44.820528067 89.008638241 495.1214 -1.279847 -0.820291 319.556893 1.0321 -0.9261 0.0282 1785986629023998
1785986629033998 44.820528160 89.008638123 495.1216 -1.272291 -0.823921 319.542087 1.0356 -0.9275 0.0291 1785986629033998
1785986629046000 44.820528222 89.008637932 495.1164 -1.335879 -0.818090 319.527586 1.0263 -0.9410 0.0199 1785986629046000
1785986629054999 44.820528305 89.008637825 495.1166 -1.334509 -0.818928 319.514288 1.0312 -0.9389 0.0228 1785986629054999
1785986629065999 44.820528408 89.008637695 495.1168 -1.336292 -0.818808 319.497625 1.0354 -0.9346 0.0258 1785986629065999
1785986629075999 44.820528501 89.008637577 495.1171 -1.340733 -0.819017 319.483883 1.0370 -0.9300 0.0264 1785986629075999
1785986629085999 44.820528594 89.008637459 495.1173 -1.347998 -0.820585 319.471923 1.0372 -0.9257 0.0240 1785986629085999
1785986629092000 44.820528650 89.008637389 495.1175 -1.354044 -0.821937 319.465176 1.0372 -0.9240 0.0216 1785986629092000
1785986629101998 44.820528727 89.008637218 495.1176 -1.289077 -0.800714 319.471530 1.0368 -0.9253 0.0168 1785986629101998
1785986629112998 44.820528830 89.008637090 495.1178 -1.300042 -0.804625 319.462903 1.0390 -0.9265 0.0116 1785986629112998
1785986629125998 44.820528952 89.008636937 495.1179 -1.312778 -0.808557 319.453148 1.0448 -0.9286 0.0075 1785986629125998
1785986629132998 44.820529018 89.008636855 495.1180 -1.320122 -0.809946 319.447634 1.0493 -0.9284 0.0059 1785986629132998
1785986629143999 44.820529115 89.008636772 495.1195 -1.297560 -0.773227 319.438056 1.0533 -0.9117 0.0071 1785986629143999
1785986629158998 44.820529257 89.008636600 495.1196 -1.314198 -0.775377 319.425686 1.0574 -0.9078 -0.0018 1785986629158998
1785986629169999 44.820529362 89.008636474 495.1195 -1.325641 -0.777324 319.417393 1.0580 -0.9063 -0.0086 1785986629169999
1785986629174998 44.820529410 89.008636416 495.1195 -1.330148 -0.778547 319.414158 1.0578 -0.9064 -0.0113 1785986629174998
1785986629184998 44.820529505 89.008636302 495.1193 -1.338124 -0.781677 319.408402 1.0584 -0.9082 -0.0159 1785986629184998
1785986629194998 44.820529600 89.008636187 495.1192 -1.345400 -0.784458 319.402638 1.0612 -0.9105 -0.0184 1785986629194998
1785986629205999 44.820529692 89.008636028 495.1191 -1.303719 -0.777633 319.409417 1.0654 -0.9135 -0.0186 1785986629205999
1785986629215999 44.820529788 89.008635913 495.1189 -1.310625 -0.777114 319.405147 1.0697 -0.9143 -0.0175 1785986629215999
1785986629225999 44.820529885 89.008635797 495.1187 -1.317185 -0.774839 319.401187 1.0720 -0.9147 -0.0167 1785986629225999
1785986629236999 44.820529991 89.008635670 495.1186 -1.324412 -0.771742 319.397587 1.0715 -0.9150 -0.0179 1785986629236999
1785986629241999 44.820530030 89.008635627 495.1210 -1.323494 -0.749975 319.396865 1.0669 -0.9110 -0.0125 1785986629241999
1785986629253000 44.820530135 89.008635500 495.1208 -1.328711 -0.748378 319.395235 1.0658 -0.9139 -0.0189 1785986629253000
1785986629263998 44.820530241 89.008635373 495.1206 -1.333157 -0.747550 319.393623 1.0669 -0.9180 -0.0255 1785986629263998
1785986629278999 44.820530385 89.008635198 495.1202 -1.337632 -0.746971 319.390387 1.0709 -0.9244 -0.0319 1785986629278999
1785986629289000 44.820530482 89.008635081 495.1198 -1.339898 -0.746967 319.386839 1.0737 -0.9286 -0.0344 1785986629289000
1785986629294999 44.820530540 89.008635010 495.1196 -1.341039 -0.746980 319.384080 1.0746 -0.9308 -0.0357 1785986629294999
1785986629304999 44.820530624 89.008634863 495.1194 -1.302839 -0.740888 319.404853 1.0735 -0.9345 -0.0389 1785986629304999
1785986629314999 44.820530721 89.008634744 495.1189 -1.302765 -0.742963 319.398554 1.0714 -0.9368 -0.0431 1785986629314999
1785986629325999 44.820530827 89.008634614 495.1184 -1.302294 -0.747179 319.391285 1.0680 -0.9395 -0.0482 1785986629325999
1785986629335999 44.820530923 89.008634495 495.1179 -1.300816 -0.753810 319.384740 1.0640 -0.9432 -0.0516 1785986629335999
1785986629346998 44.820531002 89.008634398 495.1218 -1.292905 -0.706708 319.379584 1.0490 -0.9381 -0.0421 1785986629346998
1785986629357999 44.820531106 89.008634267 495.1213 -1.286560 -0.712443 319.372582 1.0458 -0.9425 -0.0456 1785986629357999
1785986629368999 44.820531209 89.008634136 495.1208 -1.279813 -0.717244 319.364212 1.0452 -0.9431 -0.0498 1785986629368999
1785986629378998 44.820531303 89.008634017 495.1203 -1.274724 -0.720216 319.356221 1.0463 -0.9403 -0.0515 1785986629378998
1785986629383999 44.820531350 89.008633958 495.1200 -1.273052 -0.721356 319.352042 1.0462 -0.9385 -0.0515 1785986629383999
1785986629394999 44.820531454 89.008633827 495.1195 -1.270138 -0.723872 319.342466 1.0423 -0.9370 -0.0519 1785986629394999
1785986629404999 44.820531530 89.008633692 495.1196 -1.230374 -0.742496 319.352669 1.0360 -0.9396 -0.0504 1785986629404999
1785986629415998 44.820531632 89.008633561 495.1190 -1.225394 -0.748302 319.343425 1.0291 -0.9455 -0.0482 1785986629415998
1785986629425999 44.820531724 89.008633441 495.1186 -1.219456 -0.753945 319.334327 1.0242 -0.9527 -0.0481 1785986629425999
1785986629431998 44.820531780 89.008633368 495.1183 -1.215044 -0.757347 319.328030 1.0229 -0.9569 -0.0489 1785986629431998
1785986629441998 44.820531881 89.008633269 495.1180 -1.179203 -0.753767 319.315810 1.0268 -0.9543 -0.0483 1785986629441998
1785986629457998 44.820532029 89.008633076 495.1172 -1.167552 -0.762068 319.293653 1.0294 -0.9564 -0.0476 1785986629457998
1785986629467998 44.820532121 89.008632955 495.1168 -1.161294 -0.766939 319.278047 1.0288 -0.9556 -0.0456 1785986629467998
1785986629473999 44.820532177 89.008632883 495.1165 -1.158165 -0.770288 319.268377 1.0270 -0.9554 -0.0452 1785986629473999
1785986629483999 44.820532269 89.008632762 495.1160 -1.153653 -0.776210 319.252616 1.0229 -0.9566 -0.0463 1785986629483999
1785986629494998 44.820532370 89.008632629 495.1155 -1.149088 -0.782700 319.236434 1.0181 -0.9598 -0.0482 1785986629494998
1785986629505999 44.820532459 89.008632481 495.1154 -1.120390 -0.797517 319.240692 1.0133 -0.9657 -0.0483 1785986629505999
1785986629516000 44.820532550 89.008632359 495.1149 -1.115260 -0.801752 319.227234 1.0094 -0.9719 -0.0467 1785986629516000
1785986629526000 44.820532640 89.008632235 495.1144 -1.110134 -0.805280 319.214113 1.0066 -0.9779 -0.0435 1785986629526000
1785986629536998 44.820532740 89.008632099 495.1140 -1.106024 -0.808788 319.198903 1.0053 -0.9829 -0.0382 1785986629536998
1785986629546998 44.820532865 89.008632001 495.1111 -1.049489 -0.827337 319.183407 1.0194 -0.9769 -0.0362 1785986629546998
1785986629551999 44.820532911 89.008631940 495.1109 -1.049018 -0.828564 319.175417 1.0201 -0.9774 -0.0336 1785986629551999
1785986629562999 44.820533012 89.008631804 495.1105 -1.050262 -0.832069 319.155934 1.0192 -0.9789 -0.0302 1785986629562999
1785986629577999 44.820533149 89.008631617 495.1101 -1.053509 -0.839504 319.127835 1.0139 -0.9843 -0.0271 1785986629577999
1785986629588999 44.820533249 89.008631480 495.1098 -1.055124 -0.845719 319.107632 1.0094 -0.9898 -0.0247 1785986629588999
1785986629593999 44.820533294 89.008631418 495.1097 -1.055337 -0.848888 319.098802 1.0082 -0.9922 -0.0241 1785986629593999
1785986629603999 44.820533380 89.008631283 495.1096 -1.044074 -0.856285 319.096264 1.0086 -0.9956 -0.0232 1785986629603999
1785986629615000 44.820533480 89.008631144 495.1093 -1.044033 -0.861708 319.078157 1.0114 -0.9966 -0.0215 1785986629615000
1785986629625000 44.820533571 89.008631018 495.1091 -1.044354 -0.865575 319.062377 1.0139 -0.9950 -0.0196 1785986629625000
1785986629635998 44.820533672 89.008630880 495.1089 -1.044712 -0.869436 319.045399 1.0143 -0.9918 -0.0189 1785986629635998
1785986629645998 44.820533789 89.008630783 495.1040 -1.001376 -0.877059 319.030708 1.0212 -0.9805 -0.0284 1785986629645998
1785986629656999 44.820533890 89.008630647 495.1037 -0.999405 -0.881328 319.016024 1.0174 -0.9791 -0.0301 1785986629656999
1785986629666999 44.820533981 89.008630523 495.1034 -0.995879 -0.885890 319.003737 1.0143 -0.9800 -0.0315 1785986629666999
1785986629677999 44.820534081 89.008630387 495.1030 -0.990081 -0.890900 318.990608 1.0126 -0.9829 -0.0344 1785986629677999
1785986629687999 44.820534173 89.008630262 495.1027 -0.982686 -0.894428 318.977253 1.0134 -0.9859 -0.0368 1785986629687999
1785986629692999 44.820534218 89.008630200 495.1025 -0.978977 -0.895504 318.969862 1.0144 -0.9867 -0.0373 1785986629692999
1785986629703998 44.820534316 89.008630058 495.1021 -0.971537 -0.898279 318.967375 1.0157 -0.9867 -0.0386 1785986629703998
1785986629713999 44.820534408 89.008629934 495.1017 -0.967245 -0.899407 318.952037 1.0159 -0.9853 -0.0401 1785986629713999
