1.16988,1.26667,0
1.19213,1.24718,0
1.21525,1.22686,0
1.23841,1.20645,0
1.2608,1.18671,0
1.28374,1.16649,0
1.30668,1.14628,0
1.33024,1.12554,0
1.35335,1.10522,0
1.37665,1.08477,0
1.39988,1.0644,0
1.42289,1.04424,0
1.44631,1.02371,0
1.46955,1.00332,0
1.49286,0.982846,0
1.51642,0.96216,0
1.54008,0.941416,0
1.56334,0.921086,0
1.58693,0.900533,0
1.61016,0.880347,0
1.63368,0.859948,0
1.65691,0.839825,0
1.68035,0.81954,0
1.69129,0.823878,0
1.71198,0.8063,0
1.73356,0.788043,0
1.75682,0.768458,0
1.78054,0.748579,0
1.80245,0.73029,0
1.82633,0.710422,0
1.84926,0.691435,0
1.87112,0.673401,0
1.89519,0.653633,0
1.91914,0.634047,0
1.94085,0.616391,0
1.96392,0.597727,0
1.98606,0.579908,0
2.00852,0.561856,0
2.03158,0.543321,0
2.05404,0.525261,0
2.07683,0.506959,0
2.09906,0.492501,0
2.1204,0.474815,0
2.14284,0.456325,0
2.16501,0.438153,0
2.18867,0.418843,0
2.21116,0.400535,0
2.23442,0.381655,0
2.25748,0.362998,0
2.28103,0.34403,0
2.30278,0.326574,0
2.32556,0.308383,0
2.34899,0.289787,0
2.37143,0.272112,0
2.39445,0.254098,0
2.41728,0.236309,0
2.43991,0.218705,0
2.46288,0.200853,0
2.48625,0.182675,0
2.50951,0.164567,0
2.5317,0.154089,0
2.55215,0.136577,0
2.57475,0.117236,0
2.59542,0.0995472,0
2.61675,0.0813056,0
2.6387,0.0625464,0
2.6611,0.0434381,0
2.68255,0.0251663,0
2.70383,0.00701559,0
2.72656,-0.012441,0
2.74739,-0.0303311,0
2.76893,-0.0488484,0
2.79138,-0.0681106,0
2.81202,-0.0857425,0
2.83363,-0.104139,0
2.85551,-0.122725,0
2.8775,-0.141392,0
2.89908,-0.159698,0
2.92084,-0.178182,0
2.94365,-0.197589,0
2.96455,-0.215399,0
2.9865,-0.234128,0
2.89696,-0.140909,0
2.91306,-0.156149,0
2.92916,-0.171417,0
2.94562,-0.187032,0
2.9624,-0.202946,0
2.97864,-0.218366,0
2.99465,-0.233584,0
3.01174,-0.249868,0
3.02727,-0.264673,0
3.04372,-0.280359,0
3.05994,-0.295822,0
3.07587,-0.311005,0
3.09159,-0.326006,0
3.10761,-0.341292,0
3.12363,-0.356591,0
3.13953,-0.371783,0
3.15631,-0.38781,0
3.17191,-0.402682,0
3.18692,-0.416984,0
3.21756,-0.447752,0
3.23381,-0.463603,0
3.249,-0.478504,0
3.26447,-0.49376,0
3.27998,-0.509141,0
3.29568,-0.524784,0
3.31155,-0.540662,0
3.32598,-0.555154,0
3.34177,-0.571058,0
3.35624,-0.585691,0
3.37149,-0.601146,0
3.38671,-0.616604,0
3.40091,-0.631077,0
3.4156,-0.646108,0
3.43035,-0.66129,0
3.44581,-0.677317,0
3.46014,-0.69225,0
3.47491,-0.707706,0
3.48813,-0.721574,0
3.50221,-0.736368,0
3.51702,-0.751985,0
3.52999,-0.765694,0
3.54317,-0.779668,0
3.54292,-0.778538,0
3.5538,-0.788839,0
3.56635,-0.800692,0
3.57888,-0.812506,0
3.59108,-0.823973,0
3.60277,-0.834963,0
3.61506,-0.846512,0
3.62612,-0.856907,0
3.63725,-0.86737,0
3.64819,-0.877666,0
3.65925,-0.888076,0
3.67015,-0.898346,0
3.68107,-0.908644,0
3.69187,-0.918859,0
3.70239,-0.928858,0
3.7125,-0.938528,0
3.72321,-0.948851,0
3.75326,-0.971412,0
3.76665,-0.983469,0
3.78126,-0.996642,0
3.79542,-1.00941,0
3.80904,-1.02167,0
3.82355,-1.03473,0
3.83784,-1.04758,0
3.85209,-1.06041,0
3.86624,-1.07316,0
3.88008,-1.08565,0
3.89428,-1.09848,0
3.90812,-1.11099,0
3.92219,-1.12371,0
3.93585,-1.13604,0
3.94958,-1.14838,0
3.9639,-1.16121,0
3.97789,-1.17373,0
3.99208,-1.18641,0
4.00584,-1.19872,0
3.97467,-1.20567,0
3.9899,-1.21918,0
4.00523,-1.23278,0
4.02028,-1.24614,0
4.03551,-1.25964,0
4.05105,-1.27338,0
4.06654,-1.28703,0
4.08258,-1.30108,0
4.09864,-1.31509,0
4.11421,-1.32861,0
4.13002,-1.34227,0
4.14601,-1.35605,0
4.16176,-1.36957,0
4.17728,-1.3829,0
4.19327,-1.39661,0
4.20955,-1.41057,0
4.2262,-1.42479,0
4.24239,-1.43856,0
4.25898,-1.45257,0
4.27502,-1.46606,0
4.29172,-1.48003,0
4.32579,-1.50087,0
4.34025,-1.5138,0
4.35469,-1.52665,0
4.36947,-1.53978,0
4.3847,-1.5533,0
4.40102,-1.56781,0
4.41559,-1.58078,0
4.43108,-1.59462,0
4.44589,-1.60789,0
4.46136,-1.62182,0
4.47671,-1.6357,0
4.49178,-1.64937,0
4.50683,-1.66305,0
4.52211,-1.67696,0
4.53768,-1.69113,0
4.55378,-1.70582,0
4.56939,-1.72008,0
4.58531,-1.73465,0
4.60075,-1.74883,0
4.61591,-1.76637,0
4.63231,-1.78233,0
4.64655,-1.79627,0
4.66146,-1.81092,0
4.67683,-1.82606,0
4.69264,-1.84161,0
4.70836,-1.85702,0
4.72397,-1.87223,0
4.73976,-1.88755,0
4.7555,-1.90281,0
4.77127,-1.91811,0
4.78834,-1.93476,0
4.80351,-1.94964,0
4.81871,-1.96464,0
4.83462,-1.98041,0
4.85064,-1.99635,0
4.86727,-2.01292,0
4.88315,-2.02874,0
4.89952,-2.04506,0
4.91582,-2.06131,0
4.93213,-2.07761,0
4.9488,-2.09433,0
4.9651,-2.11076,0
4.97581,-2.14129,0
4.98747,-2.15335,0
5.00084,-2.16726,0
5.01487,-2.18193,0
5.02918,-2.19693,0
5.04325,-2.21172,0
5.0572,-2.22636,0
5.07179,-2.24165,0
5.08602,-2.25652,0
5.09985,-2.27092,0
5.11308,-2.28471,0
5.12689,-2.29909,0
5.14084,-2.31366,0
5.1546,-2.32808,0
5.16848,-2.34271,0
5.18249,-2.35755,0
5.19629,-2.37228,0
5.21022,-2.38721,0
5.20437,-2.38304,0
5.21766,-2.39683,0
5.23144,-2.41111,0
5.2454,-2.42557,0
5.25945,-2.44011,0
5.2744,-2.45558,0
5.28785,-2.46953,0
5.30201,-2.48428,0
5.31583,-2.49875,0
5.32954,-2.5132,0
5.34348,-2.52798,0
5.35719,-2.54253,0
5.37201,-2.55825,0
5.38566,-2.5727,0
5.39893,-2.5867,0
5.41304,-2.60155,0
5.42708,-2.61629,0
5.44117,-2.63107,0
5.45502,-2.64557,0
5.46912,-2.66032,0
5.48321,-2.67506,0
5.47939,-2.67149,0
5.49352,-2.68589,0
5.50708,-2.69976,0
5.52071,-2.71373,0
5.53457,-2.72793,0
5.54851,-2.74218,0
5.56235,-2.75632,0
5.57594,-2.7702,0
5.58976,-2.78432,0
5.60371,-2.79858,0
5.61739,-2.81258,0
5.63128,-2.82679,0
5.64557,-2.84142,0
5.65921,-2.85535,0
5.67322,-2.86968,0
5.68704,-2.88385,0
5.70103,-2.89825,0
5.71466,-2.91234,0
5.7288,-2.92885,0
5.74244,-2.94297,0
5.75756,-2.95858,0
5.77127,-2.97267,0
5.78579,-2.98753,0
5.8003,-3.00232,0
5.81494,-3.0172,0
5.82974,-3.03224,0
5.84436,-3.04708,0
5.85913,-3.06208,0
5.87366,-3.07683,0
5.88852,-3.09191,0
5.90305,-3.10667,0
5.9178,-3.12165,0
5.93314,-3.13723,0
5.94746,-3.15173,0
5.96232,-3.16676,0
5.97724,-3.18185,0
5.99226,-3.19705,0
6.00716,-3.21217,0
6.02513,-3.23485,0
6.04011,-3.25045,0
6.05497,-3.26591,0
6.06967,-3.2812,0
6.08454,-3.29665,0
6.09955,-3.31222,0
6.11461,-3.32783,0
6.12967,-3.34344,0
6.14479,-3.35911,0
6.15966,-3.37453,0
6.17473,-3.39016,0
6.1899,-3.40588,0
6.2056,-3.42213,0
6.22013,-3.43711,0
6.23521,-3.45262,0
6.25089,-3.46869,0
6.26576,-3.48391,0
6.28106,-3.49957,0
6.29651,-3.51537,0
6.3118,-3.53102,0
6.32764,-3.54722,0
6.34349,-3.56343,0
6.3579,-3.57817,0
6.37393,-3.59456,0
6.41604,-3.61848,0
6.42654,-3.62935,0
6.44061,-3.64394,0
6.45583,-3.65972,0
6.46975,-3.67413,0
6.48455,-3.68941,0
6.49865,-3.70394,0
6.51347,-3.71917,0
6.52744,-3.73351,0
6.54131,-3.74775,0
6.55564,-3.76247,0
6.57045,-3.77771,0
6.58568,-3.79339,0
6.59914,-3.80725,0
6.61364,-3.82216,0
6.62728,-3.83616,0
6.64229,-3.85155,0
6.5541,-3.81574,0
6.56746,-3.83015,0
6.58136,-3.84514,0
6.59552,-3.8604,0
6.60971,-3.87563,0
6.62387,-3.89079,0
6.63817,-3.90606,0
6.65308,-3.92195,0
6.66691,-3.93666,0
6.68175,-3.95241,0
6.69628,-3.96782,0
6.71061,-3.983,0
6.72473,-3.99795,0
6.73898,-4.01304,0
6.75353,-4.02845,0
6.76808,-4.04391,0
6.78338,-4.06018,0
6.7977,-4.07543,0
6.81225,-4.09089,0
6.97421,-4.23553,0
6.98988,-4.25265,0
7.00552,-4.26967,0
7.02045,-4.28585,0
7.03598,-4.30262,0
7.05179,-4.31963,0
7.06768,-4.33668,0
7.08434,-4.3545,0
7.10001,-4.37121,0
7.11675,-4.38903,0
7.13219,-4.40544,0
7.14917,-4.42344,0
7.16472,-4.43989,0
7.181,-4.45705,0
7.19765,-4.47449,0
7.21437,-4.49188,0
7.23114,-4.5092,0
7.24827,-4.52679,0
7.2658,-4.54471,0
7.28223,-4.56144,0
7.30028,-4.57977,0
7.3176,-4.59734,0
7.19513,-4.53271,0
7.21084,-4.54935,0
7.22746,-4.5669,0
7.24405,-4.58432,0
7.26099,-4.60198,0
7.2789,-4.62049,0
7.29527,-4.63726,0
7.31249,-4.65475,0
7.33064,-4.67304,0
7.34783,-4.69021,0
7.36587,-4.7081,0
7.38288,-4.72487,0
7.40086,-4.74247,0
7.41914,-4.76023,0
7.43818,-4.7786,0
7.45627,-4.79599,0
7.4748,-4.81369,0
7.49359,-4.83152,0
7.51176,-4.84859,0
7.54592,-4.89602,0
7.56358,-4.91295,0
7.58186,-4.93033,0
7.60042,-4.94787,0
7.6191,-4.9655,0
7.63888,-4.9842,0
7.65731,-5.00166,0
7.67573,-5.01908,0
7.69439,-5.03662,0
7.71436,-5.05523,0
7.733,-5.07245,0
7.75329,-5.09098,0
7.77268,-5.10853,0
7.79229,-5.1261,0
7.81179,-5.14345,0
7.8314,-5.1608,0
7.85179,-5.17879,0
7.87149,-5.19622,0
7.89177,-5.21425,0
7.91135,-5.23175,0
7.93073,-5.24909,0
7.95096,-5.26712,0
7.97039,-5.28426,0
7.5715,-5.01624,0
7.58572,-5.02901,0
7.6025,-5.04386,0
7.61997,-5.05913,0
7.63714,-5.07403,0
7.65398,-5.08861,0
7.67113,-5.10347,0
7.68799,-5.11809,0
7.7053,-5.1331,0
7.72222,-5.14776,0
7.73915,-5.16243,0
7.75633,-5.17733,0
7.77327,-5.19208,0
7.79051,-5.20717,0
7.80746,-5.22204,0
7.82441,-5.2369,0
7.84184,-5.2521,0
7.96263,-5.39755,0
7.97831,-5.41171,0
7.99572,-5.4273,0
8.01252,-5.44226,0
8.03002,-5.45787,0
8.04706,-5.47313,0
8.06482,-5.4892,0
8.08178,-5.50468,0
8.09845,-5.52001,0
8.11597,-5.53618,0
8.13276,-5.55169,0
8.14969,-5.56732,0
8.16685,-5.58313,0
8.18358,-5.59853,0
8.20063,-5.61422,0
8.21737,-5.62965,0
8.23461,-5.64555,0
8.25263,-5.66217,0
8.26859,-5.67691,0
8.14024,-5.63502,0
8.15562,-5.65082,0
8.17119,-5.66689,0
8.18582,-5.68205,0
8.20108,-5.69792,0
8.21622,-5.71371,0
8.2316,-5.72982,0
8.24745,-5.74648,0
8.26271,-5.76256,0
8.27813,-5.77885,0
8.29351,-5.79512,0
8.30882,-5.81136,0
8.32406,-5.82761,0
8.33903,-5.84364,0
8.35439,-5.86015,0
8.3699,-5.87683,0
8.38522,-5.89331,0
8.40101,-5.91024,0
8.41632,-5.92665,0
8.43142,-5.94283,0
8.44769,-5.9603,0
8.46252,-5.97626,0
8.32213,-5.91678,0
8.33448,-5.93158,0
8.34774,-5.94753,0
8.36048,-5.96293,0
8.37391,-5.97925,0
8.38788,-5.99634,0
8.40099,-6.01247,0
8.41399,-6.02858,0
8.42716,-6.04494,0
8.44031,-6.06131,0
8.45376,-6.07802,0
8.46674,-6.09413,0
8.48014,-6.11077,0
8.49368,-6.12764,0
8.50795,-6.14554,0
8.52074,-6.16172,0
8.53408,-6.17874,0
8.54747,-6.19593,0
8.56059,-6.21285,0
8.4961,-6.1929,0
8.50845,-6.20988,0
8.521,-6.2271,0
8.53294,-6.24346,0
8.54549,-6.26064,0
8.55802,-6.27782,0
8.57118,-6.29591,0
8.58345,-6.31284,0
8.59596,-6.33016,0
8.60836,-6.34731,0
8.62101,-6.36485,0
8.63417,-6.38316,0
8.64672,-6.40069,0
8.6592,-6.41818,0
8.67219,-6.43636,0
8.68502,-6.45424,0
8.69817,-6.47242,0
8.71118,-6.49028,0
8.72445,-6.50852,0
8.73732,-6.52644,0
8.75028,-6.54481,0
8.76316,-6.56347,0
8.77651,-6.58322,0
8.73261,-6.52276,0
8.74228,-6.53792,0
8.75387,-6.55595,0
8.76603,-6.57454,0
8.7781,-6.59264,0
8.79046,-6.61098,0
8.8025,-6.62873,0
8.81517,-6.64747,0
8.8266,-6.66454,0
8.83833,-6.68233,0
